Description,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging?,General Comments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
From your perspective i would start counting block from the left bottom corner and count to the right top corner. It should be the third block and it is yellow.,Configuration_4_v2.png,human,2,0:01:09.889944,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective pick the blue block that is farthest right.,Configuration_14_v1.png,human,4,0:00:19.377105,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the farthest yellow cube from yourself.,Configuration_5_v2.png,human,4,0:00:21.763577,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the closest orange block to yourself.,Configuration_13_v1.png,human,4,0:00:24.449985,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick  i would pick the closest green block.,Configuration_9_v2.png,human,4,0:00:12.737997,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the middle cube in the cluster of green cubes on your left side.,Configuration_6_v1.png,human,1,0:00:27.146821,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the farthest blue cube. The one that reaches the farthest.,Configuration_12_v2.png,human,3,0:00:24.815908,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the yellow cube the is second farthest left.,Configuration_11_v1.png,human,2,0:00:18.125411,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the farthest green cube to your left.,Configuration_7_v2.png,human,4,0:00:11.929938,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the orange one that is far up top and far right.,Configuration_10_v1.png,human,4,0:00:24.513954,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the cube in the middle that is green.,Configuration_8_v2.png,human,4,0:00:12.360421,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
From your perspective i would pick the closest green cube to yourself.,Configuration_3_v1.png,human,4,0:00:12.049306,I used the colors and there directions from their perspective. ,Trying to identify a cube within the same cluster of cubes that are the same color ,,25,male,engineer,10-15,Right,1,2,2,3,3,Yes just lego robots i bought. ,211
Pick up the blue block on the right.,Configuration_11_v2.png,robot,5,0:00:37.488064,I started looking at things from the robot's perspective. I figured it would be easier to explain things from it's perspective. I started using the left and right sides of the table (assuming the robot knew these concepts).,The task seemed easy but as it progressed I realized that my answers might end up confusing the robot. The most challenging part was trying to find the right words so that the robot could understand me. My answers could have made sense to another human but maybe a robot won't understand me. It was especially hard when the target color was the same as the surrounding blocks.,"It was a nice HIT, very enjoyable. Hope my input helps!",34,male,homemaker,>20,Right,1,4,3,6,6,"I have not seen any robots in person before, just on TV/internet.",218
Pick up the only yellow block.,Configuration_1_v1.png,robot,5,0:00:30.190597,I started looking at things from the robot's perspective. I figured it would be easier to explain things from it's perspective. I started using the left and right sides of the table (assuming the robot knew these concepts).,The task seemed easy but as it progressed I realized that my answers might end up confusing the robot. The most challenging part was trying to find the right words so that the robot could understand me. My answers could have made sense to another human but maybe a robot won't understand me. It was especially hard when the target color was the same as the surrounding blocks.,"It was a nice HIT, very enjoyable. Hope my input helps!",34,male,homemaker,>20,Right,1,4,3,6,6,"I have not seen any robots in person before, just on TV/internet.",218
